,Stock,Company Name,Sector,Shares Held or Principal Amt,ESG Risk,Market Value,% of Portfolio
3450,BZUN,Baozun Inc.,COMMUNICATIONS,"1,420,010",NaN,"$12,184,000",0.0
3451,CLPT,NaN,HEALTH CARE,"1,169,853",NaN,"$12,178,000",0.0
3452,DCBO,NaN,INFORMATION TECHNOLOGY,"233,933",NaN,"$12,123,000",0.0
3453,ZY,NaN,,"4,192,794",NaN,"$12,117,000",0.0
3454,PUBM,NaN,INFORMATION TECHNOLOGY,"463,028",NaN,"$12,094,000",0.0
3455,ME,NaN,HEALTH CARE,"3,128,372",NaN,"$11,980,000",0.0
3456,STKS,The ONE Group Hospitality Inc.,CONSUMER DISCRETIONARY,"1,135,400",NaN,"$11,932,000",0.0
3457,PLRX,NaN,HEALTH CARE,"1,698,212",NaN,"$11,905,000",0.0
3458,OTLK,Outlook Therapeutics Inc.,HEALTH CARE,"6,680,116",NaN,"$11,891,000",0.0
3459,OMGA,NaN,HEALTH CARE,"1,905,388",NaN,"$11,889,000",0.0
3460,FUV,Arcimoto Inc.,CONSUMER DISCRETIONARY,"1,796,343",NaN,"$11,875,000",0.0
3461,WEBR,NaN,CONSUMER DISCRETIONARY,"1,207,141",NaN,"$11,866,000",0.0
3462,CINC,NaN,HEALTH CARE,"676,010",NaN,"$11,857,000",0.0
3463,DEBT-DICK(PRN),NaN,,"3,800,000",NaN,"$11,825,000",0.0
3464,CSTE,Caesarstone Ltd.,INDUSTRIALS,"1,297,515",NaN,"$11,820,362",0.0
3465,CXM,NaN,INFORMATION TECHNOLOGY,"990,051",NaN,"$11,781,000",0.0
3466,NYCB+U,NaN,FINANCE,"228,060",NaN,"$11,768,000",0.0
3467,NEXT,NextDecade Corporation,ENERGY,"1,775,191",NaN,"$11,751,000",0.0
3468,AMAM,NaN,HEALTH CARE,"2,851,486",NaN,"$11,749,000",0.0
3469,VATE,NaN,UTILITIES AND TELECOMMUNICATIONS,"3,180,286",NaN,"$11,734,000",0.0
3470,HESM,Hess Midstream Partners LP Representing Limited Partner Interests,ENERGY,"391,128",NaN,"$11,733,000",0.0
3471,TLMD,NaN,HEALTH CARE,"3,922,893",NaN,"$11,729,000",0.0
3472,FORG,NaN,INFORMATION TECHNOLOGY,"533,081",NaN,"$11,686,000",0.0
3473,AFYA,NaN,CONSUMER DISCRETIONARY,"807,297",NaN,"$11,633,000",0.0
3474,SHCR,NaN,FINANCE,"4,705,162",NaN,"$11,622,000",0.0
3475,EWH,iShares MSCI Hong Kong Index Fund,FINANCE,"512,735",NaN,"$11,573,000",0.0
3476,HIPO,NaN,FINANCE,"5,812,352",NaN,"$11,566,000",0.0
3477,DAWN,NaN,HEALTH CARE,"1,162,916",NaN,"$11,537,000",0.0
3478,ERUS,NaN,FINANCE,"1,408,933",NaN,"$11,356,000",0.0
3479,PAGP,Plains Group Holdings L.P. Class A Shares representing limited partner interests,ENERGY,"982,470",NaN,"$11,348,000",0.0
3480,LFACU,NaN,FINANCE,"1,125,000",NaN,"$11,340,000",0.0
3481,TNGX,NaN,FINANCE,"1,493,186",NaN,"$11,319,000",0.0
3482,INST,Instructure Inc.,INFORMATION TECHNOLOGY,"563,678",NaN,"$11,307,000",0.0
3483,LSPD,NaN,INFORMATION TECHNOLOGY,"370,978",NaN,"$11,304,000",0.0
3484,OZON,NaN,CONSUMER DISCRETIONARY,"1,200,004",NaN,"$11,286,000",0.0
3485,PLPC,Preformed Line Products Company,INDUSTRIALS,"177,742",NaN,"$11,272,000",0.0
3486,ALT,Altimmune Inc.,HEALTH CARE,"962,194",NaN,"$11,257,670",0.0
3487,VIEW,NaN,FINANCE,"6,083,905",NaN,"$11,195,000",0.0
3488,EOSE,NaN,ENERGY,"2,668,119",NaN,"$11,153,000",0.0
3489,HUMA,NaN,FINANCE,"1,577,919",NaN,"$11,140,000",0.0
3490,RPID,NaN,HEALTH CARE,"1,636,539",NaN,"$11,112,000",0.0
3491,EPR/PC,NaN,,"428,981",NaN,"$11,081,000",0.0
3492,LYG,Lloyds Banking Group Plc American Depositary Shares,FINANCE,"4,595,821",NaN,"$11,076,000",0.0
3493,PSTX,NaN,HEALTH CARE,"2,468,954",NaN,"$11,062,000",0.0
3494,VLD,NaN,FINANCE,"1,185,987",NaN,"$11,042,000",0.0
3495,HUYA,HUYA Inc. American depositary shares each representing one Class A,INFORMATION TECHNOLOGY,"2,467,829",NaN,"$11,032,000",0.0
3496,NVTS,NaN,INFORMATION TECHNOLOGY,"1,069,215",NaN,"$10,992,000",0.0
3497,SCHV,Schwab U.S. Large-Cap Value,FINANCE,"153,902",NaN,"$10,987,000",0.0
3498,GWRS,Global Water Resources Inc.,UTILITIES AND TELECOMMUNICATIONS,"659,939",NaN,"$10,981,000",0.0
3499,VCSA,NaN,INDUSTRIALS,"1,322,874",NaN,"$10,941,000",0.0
3500,SOHU,Sohu.com Limited,COMMUNICATIONS,"648,129",NaN,"$10,901,000",0.0
3501,LCUT,Lifetime Brands Inc.,CONSUMER DISCRETIONARY,"847,491",NaN,"$10,881,000",0.0
3502,TLRY,Tilray Inc.,HEALTH CARE,"1,395,962",NaN,"$10,847,000",0.0
3503,SD,SandRidge Energy Inc.,ENERGY,"676,265",NaN,"$10,834,000",0.0
3504,SKIL,NaN,FINANCE,"1,777,011",NaN,"$10,733,000",0.0
3505,DEBT-REDF(PRN),NaN,,"14,558,000",NaN,"$10,728,000",0.0
3506,EQC+D,NaN,REAL ESTATE,"388,578",NaN,"$10,705,000",0.0
3507,UDMY,NaN,CONSUMER DISCRETIONARY,"859,187",NaN,"$10,705,000",0.0
3508,DCGO,NaN,FINANCE,"1,156,560",NaN,"$10,699,000",0.0
3509,SQSP,NaN,INFORMATION TECHNOLOGY,"416,818",NaN,"$10,679,000",0.0
3510,FTCI,NaN,,"2,164,042",NaN,"$10,670,000",0.0
3511,LFG,NaN,FINANCE,"485,856",NaN,"$10,654,000",0.0
3512,ICVX,NaN,HEALTH CARE,"1,512,626",NaN,"$10,650,000",0.0
3513,DEBT-ROYA(PRN),NaN,,"8,117,000",NaN,"$10,603,000",0.0
3514,CASA,Casa Systems Inc.,INFORMATION TECHNOLOGY,"2,339,251",NaN,"$10,575,000",0.0
3515,AVAH,NaN,HEALTH CARE,"3,087,209",NaN,"$10,526,000",0.0
3516,NGMS,NaN,COMMUNICATIONS,"679,951",NaN,"$10,492,000",0.0
3517,PARAA,NaN,COMMUNICATIONS,"259,345",NaN,"$10,480,000",0.0
3518,LEMB,iShares J.P. Morgan EM Local Currency Bond,FINANCE,"295,596",NaN,"$10,446,363",0.0
3519,ORAN,Orange,UTILITIES AND TELECOMMUNICATIONS,"881,456",NaN,"$10,419,000",0.0
3520,BMEA,NaN,HEALTH CARE,"867,007",NaN,"$10,386,744",0.0
3521,DLTH,Duluth Holdings Inc.,CONSUMER DISCRETIONARY,"848,970",NaN,"$10,383,000",0.0
3522,DEBT-INTE(PRN),NaN,,"10,135,000",NaN,"$10,376,000",0.0
3523,FINV,NaN,FINANCE,"2,611,345",NaN,"$10,366,000",0.0
3524,CBNK,Capital Bancorp Inc.,FINANCE,"451,918",NaN,"$10,331,000",0.0
3525,AOMR,NaN,REAL ESTATE,"627,356",NaN,"$10,294,000",0.0
3526,REM,NaN,REAL ESTATE,"313,810",NaN,"$10,252,000",0.0
3527,TLRY,Tilray Inc.,HEALTH CARE,"1,395,962",NaN,"$10,847,000",0.0
3528,SD,SandRidge Energy Inc.,ENERGY,"676,265",NaN,"$10,834,000",0.0
3529,VOXX,VOXX International Corporation,INDUSTRIALS,"1,026,339",NaN,"$10,233,000",0.0
3530,ITRN,Ituran Location and Control Ltd.,INFORMATION TECHNOLOGY,"443,133",NaN,"$10,201,000",0.0
3531,FDBC,Fidelity D & D Bancorp Inc.,FINANCE,"219,596",NaN,"$10,196,000",0.0
3532,BNDX,NaN,FINANCE,"194,269",NaN,"$10,188,000",0.0
3533,SMSI,Smith Micro Software Inc.,INFORMATION TECHNOLOGY,"2,701,349",NaN,"$10,185,000",0.0
3534,HYXF,NaN,FINANCE,"209,606",NaN,"$10,185,000",0.0
3535,EAR,NaN,HEALTH CARE,"1,915,376",NaN,"$10,133,000",0.0
3536,DEBT-ENPH(PRN),NaN,,"9,975,000",NaN,"$10,129,000",0.0
3537,DEBT-LUME(PRN),NaN,,"8,739,000",NaN,"$10,127,000",0.0
3538,WDC(PRN),NaN,INFORMATION TECHNOLOGY,"10,415,000",NaN,"$10,051,000",0.0
3539,AJX,Great Ajax Corp.,REAL ESTATE,"1,046,313",NaN,"$10,034,142",0.0
3540,NWG,NaN,FINANCE,"1,762,847",NaN,"$10,013,000",0.0
3541,DEBT-PELO(PRN),NaN,,"12,060,000",NaN,"$9,965,000",0.0
3542,ERIC,Ericsson,INFORMATION TECHNOLOGY,"1,090,084",NaN,"$9,963,000",0.0
3543,KAHC.UN,NaN,FINANCE,"1,000,000",NaN,"$9,900,000",0.0
3544,GGAL,Grupo Financiero Galicia S.A.,FINANCE,"915,789",NaN,"$9,891,000",0.0
3545,CWAN,NaN,INFORMATION TECHNOLOGY,"470,328",NaN,"$9,877,000",0.0
3546,SCHE,Schwab Emerging Markets Equity,FINANCE,"352,955",NaN,"$9,802,000",0.0
3547,DEBT-SNAP(PRN),NaN,,"5,615,000",NaN,"$9,779,000",0.0
3548,MTEM,Molecular Templates Inc.,HEALTH CARE,"2,831,745",NaN,"$9,769,000",0.0
3549,UP,NaN,TRANSPORTS,"3,140,650",NaN,"$9,768,000",0.0
3550,CAN,NaN,INFORMATION TECHNOLOGY,"1,785,967",NaN,"$9,698,000",0.0
3551,INFU,InfuSystems Holdings Inc.,HEALTH CARE,"981,840",NaN,"$9,622,000",0.0
3552,API,NaN,INFORMATION TECHNOLOGY,"961,565",NaN,"$9,558,000",0.0
3553,NTCO,NaN,CONSUMER STAPLES,"875,192",NaN,"$9,557,000",0.0
3554,CCCS,NaN,FINANCE,"864,729",NaN,"$9,547,000",0.0
3555,DEBT-AMER(PRN),NaN,,"6,970,000",NaN,"$9,535,000",0.0
3556,BYRN,NaN,INDUSTRIALS,"1,162,386",NaN,"$9,498,000",0.0
3557,FFNW,First Financial Northwest Inc.,FINANCE,"554,795",NaN,"$9,493,000",0.0
3558,RCA,NaN,,"361,343",NaN,"$9,485,000",0.0
3559,LAZY,Lazydays Holdings Inc.,CONSUMER DISCRETIONARY,"469,265",NaN,"$9,470,000",0.0
3560,DEBT-CREE(PRN),NaN,,"3,801,000",NaN,"$9,461,000",0.0
3561,SSYS,Stratasys Ltd.,INFORMATION TECHNOLOGY,"372,043",NaN,"$9,446,000",0.0
3562,DEBT-DEXC(PRN),NaN,,"8,270,000",NaN,"$9,443,000",0.0
3563,BCEL,NaN,HEALTH CARE,"2,963,843",NaN,"$9,395,000",0.0
3564,DEBT-WINN(PRN),NaN,,"8,600,000",NaN,"$9,378,000",0.0
3565,YPF,YPF Sociedad Anonima,ENERGY,"1,940,802",NaN,"$9,374,000",0.0
3566,EWM,NaN,FINANCE,"365,804",NaN,"$9,368,000",0.0
3567,MCHP(PRN),NaN,INFORMATION TECHNOLOGY,"3,638,000",NaN,"$9,339,000",0.0
3568,HLLY,NaN,FINANCE,"669,274",NaN,"$9,309,000",0.0
3569,LXRX,Lexicon Pharmaceuticals Inc.,HEALTH CARE,"4,445,752",NaN,"$9,292,000",0.0
3570,LEGH,Legacy Housing Corporation,REAL ESTATE,"432,396",NaN,"$9,279,000",0.0
3571,MG,Mistras Group Inc,INDUSTRIALS,"1,400,796",NaN,"$9,258,000",0.0
3572,DEBT-DATA(PRN),NaN,,"5,229,000",NaN,"$9,255,000",0.0
3573,RFP,Resolute Forest Products Inc.,MATERIALS,"714,922",NaN,"$9,230,000",0.0
3574,TIGR,NaN,FINANCE,"1,881,275",NaN,"$9,218,000",0.0
3575,CS,Credit Suisse Group American Depositary Shares,FINANCE,"1,171,127",NaN,"$9,193,000",0.0
3576,HYZN,NaN,FINANCE,"1,436,588",NaN,"$9,180,000",0.0
3577,BBCP,Concrete Pumping Holdings Inc.,FINANCE,"1,365,122",NaN,"$9,146,000",0.0
3578,SRPT(PRN),NaN,HEALTH CARE,"6,950,000",NaN,"$9,113,000",0.0
3579,IKNA,NaN,HEALTH CARE,"1,493,161",NaN,"$9,108,000",0.0
3580,RXST,NaN,HEALTH CARE,"735,589",NaN,"$9,106,000",0.0
3581,AJXA,NaN,FINANCE,"364,209",NaN,"$9,102,000",0.0
3582,DOYU,NaN,INFORMATION TECHNOLOGY,"4,373,901",NaN,"$9,098,000",0.0
3583,DEBT-CENT(PRN),NaN,,"6,001,000",NaN,"$9,086,000",0.0
3584,LIDR,NaN,FINANCE,"1,638,224",NaN,"$8,960,000",0.0
3585,DEBT-BLAC(PRN),NaN,,"10,590,000",NaN,"$8,949,000",0.0
3586,DEBT-ETSY(PRN),NaN,,"5,557,000",NaN,"$8,913,000",0.0
3587,XBIT,XBiotech Inc.,HEALTH CARE,"1,029,110",NaN,"$8,890,000",0.0
3588,EPR/PE,NaN,,"267,299",NaN,"$8,874,000",0.0
3589,EUCR,NaN,FINANCE,"900,132",NaN,"$8,857,000",0.0
3590,IGE,iShares North American Natural Resources,MATERIALS,"218,655",NaN,"$8,845,000",0.0
3591,ISZE,NaN,FINANCE,"379,675",NaN,"$8,838,834",0.0
3592,INMU,NaN,FINANCE,"370,010",NaN,"$8,819,188",0.0
3593,BBIG,NaN,INDUSTRIALS,"4,043,637.78",NaN,"$8,803,000",0.0
3594,WNEB,Western New England Bancorp Inc.,FINANCE,"984,115",NaN,"$8,797,000",0.0
3595,EWP,iShares Inc MSCI Spain,FINANCE,"345,499",NaN,"$8,797,000",0.0
3596,ATCX,NaN,FINANCE,"728,697",NaN,"$8,774,000",0.0
3597,ENDP,Endo International plc,HEALTH CARE,"18,633,075",NaN,"$8,757,545",0.0
3598,DEBT-SQUA(PRN),NaN,,"6,651,000",NaN,"$8,717,000",0.0
3599,CRTX,NaN,HEALTH CARE,"1,404,037",NaN,"$8,689,000",0.0
3600,BHIL,NaN,FINANCE,"2,685,909",NaN,"$8,675,000",0.0
3601,POSH,NaN,CONSUMER DISCRETIONARY,"684,085",NaN,"$8,662,000",0.0
3602,GRPH,NaN,HEALTH CARE,"1,694,506",NaN,"$8,642,000",0.0
3603,DEBT-LIVE(PRN),NaN,,"10,885,000",NaN,"$8,627,000",0.0
3604,PSTG(PRN),NaN,INFORMATION TECHNOLOGY,"6,145,000",NaN,"$8,575,000",0.0
3605,CLVS,Clovis Oncology Inc.,HEALTH CARE,"4,755,375",NaN,"$8,559,675",0.0
3606,PBA,Pembina Pipeline Corp. (Canada),ENERGY,"227,560",NaN,"$8,556,000",0.0
3607,JBI,NaN,FINANCE,"950,318",NaN,"$8,552,000",0.0
3608,SPIP,NaN,FINANCE,"282,305",NaN,"$8,543,000",0.0
3609,AKYA,NaN,INFORMATION TECHNOLOGY,"777,001",NaN,"$8,538,000",0.0
3610,EWI,NaN,FINANCE,"288,972",NaN,"$8,534,000",0.0
3611,MELI(PRN),NaN,COMMUNICATIONS,"3,075,000",NaN,"$8,495,000",0.0
3612,SCWX,SecureWorks Corp.,INFORMATION TECHNOLOGY,"639,494",NaN,"$8,472,000",0.0
3613,ISO,NaN,HEALTH CARE,"2,456,712",NaN,"$8,427,000",0.0
3614,FNA,NaN,HEALTH CARE,"502,249",NaN,"$8,408,000",0.0
3615,BH,Biglari Holdings Inc. Class B,CONSUMER DISCRETIONARY,"57,958",NaN,"$8,382,000",0.0
3616,DEBT-COUP(PRN),NaN,,"9,982,000",NaN,"$8,375,000",0.0
3617,CTIC,CTI BioPharma Corp.,HEALTH CARE,"1,791,693",NaN,"$8,367,000",0.0
3618,BCYC,NaN,HEALTH CARE,"190,129",NaN,"$8,343,000",0.0
3619,DEBT-MICR(PRN),NaN,,"7,334,000",NaN,"$8,321,000",0.0
3620,KGC,Kinross Gold Corporation,MATERIALS,"1,414,393",NaN,"$8,316,000",0.0
3621,EMB(PUT),NaN,FINANCE,"85,000",NaN,"$8,310,000",0.0
3622,DEBT-NATI(PRN),NaN,,"5,406,000",NaN,"$8,299,000",0.0
3623,IYJ,iShares U.S. Industrials,INDUSTRIALS,"78,455",NaN,"$8,272,000",0.0
3624,GRNA,NaN,FINANCE,"858,787",NaN,"$8,271,000",0.0
3625,MILE,NaN,FINANCE,"6,262,376",NaN,"$8,266,000",0.0
3626,NATH,Nathan's Famous Inc.,CONSUMER DISCRETIONARY,"152,027",NaN,"$8,236,000",0.0
3627,MLTX,NaN,FINANCE,"741,906",NaN,"$8,236,000",0.0
3628,DEBT-EXPE(PRN),NaN,,"6,770,000",NaN,"$8,234,000",0.0
3629,PSTG(PRN),NaN,INFORMATION TECHNOLOGY,"6,145,000",NaN,"$8,575,000",0.0
3630,CLVS,Clovis Oncology Inc.,HEALTH CARE,"4,755,375",NaN,"$8,559,675",0.0
3631,UBER(PUT),NaN,CONSUMER DISCRETIONARY,"230,000",NaN,"$8,207,000",0.0
3632,STN,Stantec Inc,INDUSTRIALS,"163,318",NaN,"$8,189,000",0.0
3633,CLPR,Clipper Realty Inc.,REAL ESTATE,"902,688",NaN,"$8,187,000",0.0
3634,VOR,NaN,HEALTH CARE,"1,349,245",NaN,"$8,150,000",0.0
3635,LXPPRC,NaN,REAL ESTATE,"153,868",NaN,"$8,149,000",0.0
3636,ZIP,NaN,INDUSTRIALS,"354,539",NaN,"$8,149,000",0.0
3637,IHS,NaN,INDUSTRIALS,"735,386",NaN,"$8,148,000",0.0
3638,AVPT,NaN,FINANCE,"1,545,996",NaN,"$8,132,000",0.0
3639,GBL,Gamco Investors Inc.,FINANCE,"367,732",NaN,"$8,130,000",0.0
3640,MITT,AG Mortgage Investment Trust Inc.,REAL ESTATE,"873,721",NaN,"$8,126,000",0.0
3641,DEBT-JAZZ(PRN),NaN,,"6,700,000",NaN,"$8,123,000",0.0
3642,VERX,NaN,INFORMATION TECHNOLOGY,"527,967",NaN,"$8,099,000",0.0
3643,FM,iShares MSCI Frontier 100 Fund,FINANCE,"248,060",NaN,"$8,064,000",0.0
3644,NODK,NI Holdings Inc.,FINANCE,"474,965",NaN,"$8,055,000",0.0
3645,MNDT(PRN),NaN,INFORMATION TECHNOLOGY,"7,582,000",NaN,"$8,045,000",0.0
3646,INNV,NaN,,"1,247,522",NaN,"$8,011,000",0.0
3647,BCAB,NaN,HEALTH CARE,"1,594,238",NaN,"$7,970,000",0.0
3648,DEBT-OKTA(PRN),NaN,,"7,420,000",NaN,"$7,954,000",0.0
3649,TCDA,Tricida Inc.,HEALTH CARE,"965,743",NaN,"$7,937,000",0.0
3650,FANH,Fanhua Inc.,FINANCE,"1,090,051",NaN,"$7,936,000",0.0
3651,ACHR,NaN,FINANCE,"1,642,200",NaN,"$7,899,000",0.0
3652,HSAQ,NaN,FINANCE,"795,140",NaN,"$7,881,000",0.0
3653,ANGI,ANGI Homeservices Inc.,COMMUNICATIONS,"1,386,185",NaN,"$7,860,000",0.0
3654,MUX,McEwen Mining Inc.,MATERIALS,"9,331,628",NaN,"$7,854,000",0.0
3655,SSL,Sasol Ltd. American Depositary Shares,ENERGY,"323,713",NaN,"$7,828,000",0.0
3656,ROVR,NaN,CONSUMER DISCRETIONARY,"1,352,764",NaN,"$7,807,000",0.0
3657,IBB,iShares Nasdaq Biotechnology Index Fund,HEALTH CARE,"59,814",NaN,"$7,793,000",0.0
3658,VT,Vanguard Total World Stock Index,FINANCE,"76,931",NaN,"$7,792,000",0.0
3659,CDXC,ChromaDex Corporation,INDUSTRIALS,"3,153,709",NaN,"$7,758,000",0.0
3660,PZN,Pzena Investment Management Inc Class A,FINANCE,"964,949",NaN,"$7,739,000",0.0
3661,QSR,Restaurant Brands International Inc.,CONSUMER DISCRETIONARY,"131,862",NaN,"$7,700,000",0.0
3662,TWTR_NOTE(PRN),NaN,,"7,555,000",NaN,"$7,687,000",0.0
3663,BHR/PB,NaN,,"419,301",NaN,"$7,623,000",0.0
3664,SID,Companhia Siderurgica Nacional S.A.,MATERIALS,"1,403,292",NaN,"$7,606,000",0.0
3665,JOAN,NaN,CONSUMER DISCRETIONARY,"662,418",NaN,"$7,558,000",0.0
3666,IBHI,NaN,FINANCE,"300,000",NaN,"$7,547,000",0.0
3667,SMFR,NaN,FINANCE,"2,456,595",NaN,"$7,542,000",0.0
3668,TARO,Taro Pharmaceutical Industries Ltd.,HEALTH CARE,"173,766",NaN,"$7,517,000",0.0
3669,ADMA,ADMA Biologics Inc,HEALTH CARE,"4,107,382",NaN,"$7,517,000",0.0
3670,EXAS(PRN),NaN,HEALTH CARE,"7,330,000",NaN,"$7,516,000",0.0
3671,CDRE,NaN,INDUSTRIALS,"305,937",NaN,"$7,515,000",0.0
3672,DEBT-OKTA(PRN),NaN,,"7,652,000",NaN,"$7,461,000",0.0
3673,BFIN,BankFinancial Corporation,FINANCE,"719,989",NaN,"$7,458,000",0.0
3674,DEBT-ALAR(PRN),NaN,,"8,820,000",NaN,"$7,454,000",0.0
3675,RENT,NaN,CONSUMER DISCRETIONARY,"1,080,159",NaN,"$7,443,000",0.0
3676,CGEN,Compugen Ltd.,HEALTH CARE,"2,299,440",NaN,"$7,403,000",0.0
3677,TARS,NaN,HEALTH CARE,"439,958",NaN,"$7,400,000",0.0
3678,WFG,NaN,MATERIALS,"89,586",NaN,"$7,385,000",0.0
3679,PKOH,Park-Ohio Holdings Corp.,TRANSPORTS,"524,727",NaN,"$7,384,000",0.0
3680,SUB,iShares Short-Term National Muni Bond,FINANCE,"70,559",NaN,"$7,380,000",0.0
3681,DEBT-WAYF(PRN),NaN,,"6,910,000",NaN,"$7,373,000",0.0
3682,OCSL,Oaktree Specialty Lending Corporation,FINANCE,"1,000,190",NaN,"$7,371,000",0.0
3683,BLDE,NaN,FINANCE,"868,060",NaN,"$7,370,000",0.0
3684,ESCA,Escalade Incorporated,CONSUMER DISCRETIONARY,"557,245",NaN,"$7,355,000",0.0
3685,AMLX,NaN,HEALTH CARE,"572,341",NaN,"$7,354,000",0.0
3686,CDR,Cedar Realty Trust Inc.,REAL ESTATE,"265,689",NaN,"$7,345,000",0.0
3687,NMFC,New Mountain Finance Corporation,INDUSTRIALS,"529,560",NaN,"$7,334,000",0.0
3688,QSI,NaN,FINANCE,"1,562,495",NaN,"$7,312,000",0.0
3689,RELY,NaN,INFORMATION TECHNOLOGY,"737,373",NaN,"$7,277,000",0.0
3690,PRLD,NaN,HEALTH CARE,"1,051,960",NaN,"$7,258,000",0.0
3691,MPX,Marine Products Corporation,CONSUMER DISCRETIONARY,"626,784",NaN,"$7,239,000",0.0
3692,VIA,Viacom Inc.,UTILITIES AND TELECOMMUNICATIONS,"877,493",NaN,"$7,230,000",0.0
3693,DEBT-CARN(PRN),NaN,,"3,450,000",NaN,"$7,219,000",0.0
3694,INDI,NaN,FINANCE,"921,562",NaN,"$7,197,000",0.0
3695,CUK,Carnival Plc ADS ADS,CONSUMER DISCRETIONARY,"392,532",NaN,"$7,172,000",0.0
3696,PWP,NaN,FINANCE,"758,099",NaN,"$7,164,000",0.0
3697,MEAR,NaN,FINANCE,"143,566",NaN,"$7,143,000",0.0
3698,DEBT-INSU(PRN),NaN,,"5,365,000",NaN,"$7,111,000",0.0
3699,LFC,China Life Insurance Company Limited American Depositary Shares,FINANCE,"936,179",NaN,"$7,106,000",0.0
3700,AMPL,NaN,INFORMATION TECHNOLOGY,"385,306",NaN,"$7,101,000",0.0
3701,SNN,Smith & Nephew SNATS Inc.,HEALTH CARE,"222,093",NaN,"$7,085,000",0.0
3702,PRN-KBR(PRN),NaN,,"3,240,000",NaN,"$7,031,000",0.0
3703,CRCT,NaN,CONSUMER DISCRETIONARY,"536,367",NaN,"$7,021,000",0.0
3704,DIBS,NaN,,"877,698",NaN,"$7,013,000",0.0
3705,ACLX,NaN,HEALTH CARE,"500,105",NaN,"$7,012,000",0.0
3706,EVLO,Evelo Biosciences Inc.,HEALTH CARE,"2,064,198",NaN,"$6,999,000",0.0
3707,BRDG,NaN,FINANCE,"342,538",NaN,"$6,971,000",0.0
3708,ARAY,Accuray Incorporated,HEALTH CARE,"3,533,208",NaN,"$6,925,088",0.0
3709,SUPN(PRN),NaN,HEALTH CARE,"7,055,000",NaN,"$6,919,000",0.0
3710,TIIAY,NaN,,"476,740",NaN,"$6,913,000",0.0
3711,ACH,Aluminum Corporation of China Limited American Depositary Shares,MATERIALS,"474,094",NaN,"$6,860,000",0.0
3712,HEPS,NaN,CONSUMER DISCRETIONARY,"3,019,816",NaN,"$6,855,000",0.0
3713,MEOH,Methanex Corporation,MATERIALS,"125,440",NaN,"$6,844,000",0.0
3714,FWRG,NaN,CONSUMER DISCRETIONARY,"523,991",NaN,"$6,838,000",0.0
3715,TDUP,NaN,,"885,379",NaN,"$6,818,000",0.0
3716,ASTS,NaN,FINANCE,"681,976",NaN,"$6,807,000",0.0
3717,OSCR,NaN,FINANCE,"682,460",NaN,"$6,804,000",0.0
3718,GTHX,G1 Therapeutics Inc.,HEALTH CARE,"1,369,291",NaN,"$6,764,298",0.0
3719,PRN-EXAC(PRN),NaN,,"7,685,000",NaN,"$6,755,000",0.0
3720,CNTB,NaN,HEALTH CARE,"2,236,392",NaN,"$6,755,000",0.0
3721,DEBT-UNIT(PRN),NaN,,"2,305,000",NaN,"$6,734,000",0.0
3722,MNTK,NaN,,"596,491",NaN,"$6,680,000",0.0
3723,IBHH,NaN,FINANCE,"300,010",NaN,"$6,678,223",0.0
3724,BLND,NaN,INFORMATION TECHNOLOGY,"1,169,796",NaN,"$6,667,000",0.0
3725,VTYX,NaN,HEALTH CARE,"491,336",NaN,"$6,667,000",0.0
3726,RPTX,NaN,HEALTH CARE,"467,311",NaN,"$6,655,000",0.0
3727,SQZ,NaN,HEALTH CARE,"1,381,455",NaN,"$6,645,000",0.0
3728,DEBT-LYFT(PRN),NaN,,"5,359,000",NaN,"$6,638,000",0.0
3729,LOTZ,NaN,FINANCE,"4,839,190",NaN,"$6,629,000",0.0
3730,DEBT-DRAF(PRN),NaN,,"9,221,000",NaN,"$6,625,000",0.0
3731,GIL,Gildan Activewear Inc. Class A Sub. Vot.,CONSUMER DISCRETIONARY,"176,520",NaN,"$6,616,000",0.0
3732,WES,Western Gas Partners LP Limited Partner Interests,ENERGY,"261,945",NaN,"$6,606,000",0.0
3733,OR,Osisko Gold Royalties Ltd,MATERIALS,"500,000",NaN,"$6,595,000",0.0
3734,AQN,Algonquin Power & Utilities Corp.,UTILITIES AND TELECOMMUNICATIONS,"422,186",NaN,"$6,552,000",0.0
3735,COCO,NaN,CONSUMER STAPLES,"729,130",NaN,"$6,532,000",0.0
3736,NNOX,NaN,HEALTH CARE,"601,033",NaN,"$6,515,000",0.0
3737,TCRT,NaN,HEALTH CARE,"5,237,809",NaN,"$6,494,883",0.0
3738,ALPN,Alpine Immune Sciences Inc.,HEALTH CARE,"723,138",NaN,"$6,487,000",0.0
3739,CDAK,NaN,HEALTH CARE,"1,034,195",NaN,"$6,485,000",0.0
3740,FMAO,Farmers & Merchants Bancorp Inc.,FINANCE,"179,263",NaN,"$6,481,000",0.0
3741,DTC,NaN,CONSUMER DISCRETIONARY,"758,686",NaN,"$6,472,000",0.0
3742,GTX,Garrett Motion Inc.,CONSUMER DISCRETIONARY,"898,030",NaN,"$6,458,000",0.0
3743,WRBY,NaN,CONSUMER DISCRETIONARY,"190,983",NaN,"$6,457,000",0.0
3744,LX,LexinFintech Holdings Ltd.,FINANCE,"2,460,483",NaN,"$6,446,000",0.0
3745,LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,INFORMATION TECHNOLOGY,"779,380",NaN,"$6,438,000",0.0
